67,7
24,0
51,8
91,5
55,1
55,4
10,7
69,2
43,9
94,9
12,0
62,7
99,7
2,5
65,5
23,8
9,5
83,4
4,8
45,6
44,0
52,1
58,0
57,9
15,6
35,9
19,4
76,2
66,9
13,4
44,5
23,3
55,3
69,7
85,4
3,0
88,5
50,4
89,4
55,3
26,6
69,1
72,6
1,2
48,5
88,4
48,1
88,6
56,4
0,0
57,2
40,8
27,5
65,1
73,0
53,7
7,0
91,1
25,9
70,8
64,8
23,1
82,3
69,5
66,5
52,7
60,6
75,7
91,2
52,6
51,9
43,6
61,5
22,6
27,8
55,3
62,8
22,7
88,6
96,7
71,0
29,6
61,4
57,5
67,9
5,9
60,9
95,1
12,5
51,0
63,5
50,0
70,7
72,4
53,9
39,2
66,9
68,4
42,5
64,8
22,3
7,8
50,1
50,3
29,7
64,5
14,6
26,6
23,7
35,2
25,2
59,7
2,1
54,7
7,4
26,2
74,6
72,4
58,9
37,4
24,1
79,9
41,5
5,7
93,3
77,6
15,7
34,0
70,2
83,0
4,4
20,5
89,6
26,8
94,7
86,6
47,5
74,5
31,4
74,2
88,1
63,1
91,4
21,0
13,9
42,3
84,9
71,1
71,7
69,7
66,0
70,0
90,2
32,9
87,2
15,9
57,3
17,8
16,0
53,1
35,6
26,7
15,7
14,1
42,3
27,3
70,7
87,5
30,5
48,6
41,0
97,8
73,3
79,7
45,9
4,3
81,3
29,5
16,2
88,9
31,1
68,6
5,3
23,8
1,6
92,0
8,4
27,6
50,4
92,1
72,4
69,3
1,4
75,9
56,6
25,7
97,9
31,1
81,7
37,0
96,2
47,0
12,2
71,5
15,5
56,3
96,2
19,4
74,1
13,5
9,5
63,4
98,8
81,5
64,6
83,6
30,3
78,3
67,3
44,2
78,2
60,6
36,9
90,4
30,1
65,9
38,2
75,4
78,3
51,9
91,1
85,3
84,1
25,5
10,0
40,8
36,3
37,7
47,0
78,5
87,4
94,2
62,7
56,8
80,2
45,9
29,8
77,6
28,5
18,2
15,4
72,3
33,7
27,1
47,5
3,8
95,2
53,7
40,8
8,6
89,4
25,8
83,8
27,1
12,7
67,7
42,2
17,4
68,7
65,7
39,3
49,0
99,1
27,0
11,3
42,2
25,7
12,4
16,9
45,5
0,2
5,0
23,1
34,4
37,6
14,6
69,8
3,4
7,8
36,5
37,6
35,6
77,8
73,1
31,4
96,0
95,4
95,6
39,1
54,9
44,9
98,0
89,3
83,2
48,3
66,4
12,6
57,4
98,4
99,1
88,4
91,2
39,5
21,6
54,2
14,4
25,7
42,7
13,8
99,5
8,9
90,6
89,8
64,8
4,2
0,2
49,7
92,8
46,6
3,5
33,8
94,2
19,8
77,1
83,4
39,7
44,7
38,3
63,0
25,7
48,8
73,4
95,1
31,6
83,8
61,5
2,2
30,2
37,7
46,8
89,6
62,6
68,7
37,9
57,3
46,2
80,8
19,6
83,2
38,9
10,3
40,0
83,2
43,8
92,3
37,6
56,9
31,4
53,3
17,1
35,6
93,9
60,4
82,7
96,2
57,8
68,2
94,2
22,4
65,8
4,2
86,2
32,1
67,6
77,8
23,1
50,2
9,7
76,4
8,7
38,2
29,0
64,6
43,7
8,3
46,7
79,4
4,1
39,1
48,5
59,2
75,7
15,2
40,8
26,9
20,4
88,4
53,2
19,4
51,0
51,8
9,1
66,5
20,3
26,4
53,7
31,2
96,5
22,5
56,0
76,1
36,8
65,2
59,9
70,2
11,8
11,5
38,7
18,9
19,7
41,4
88,8
57,0
5,2
69,5
30,0
17,8
15,0
33,8
11,6
49,6
1,4
8,2
5,9
87,0
72,0
97,6
81,9
68,8
76,5
45,2
5,4
43,4
48,3
86,5
28,8
57,8
63,7
87,9
79,3
12,2
62,6
67,9
51,6
97,3
55,2
53,3
28,9
36,9
17,4
1,4
92,5
36,1
46,7
71,1
84,1
62,7
1,8
80,3
59,0
93,2
51,9
85,7
61,4
64,5
0,9
58,7
36,1
51,9
32,2
85,6
47,9
61,1
11,4
31,5
6,8
97,9
30,1
76,4
74,4
35,0
71,5
2,5
70,7
87,1
3,4
71,5
